ts_ns	event	pid	ppid	comm	class	action
26454261448580	exec	2372986	0	sh	tool	moved:toolexec
26454261824505	fork	2372987	2372986		tool	moved:toolexec
26454261876199	fork	2372988	2372986		tool	moved:toolexec
26454262166419	exec	2372987	0		tool	none
26454262192882	exec	2372988	0		tool	none
26454266244260	exit	2372987	0		tool	none
26454266303446	exit	2372988	0		tool	none
26454266384099	exit	2372986	0		tool	none
26457373520962	fork	2373356	2293110	openclaw-gatewa	agent	pending
26457375715923	exec	2373356	0	sh	tool	moved:toolexec
26457376138025	exit	2373356	0		tool	none
26463458272752	fork	2374085	2293110	openclaw-gatewa	agent	pending
26463460453500	exec	2374085	0	sh	tool	moved:toolexec
26463460800750	fork	2374086	2374085		tool	moved:toolexec
26463461047273	exec	2374086	0		tool	none
26463465644443	exit	2374086	0		tool	none
26463465728042	exit	2374085	0		tool	none
26472379798124	fork	2375143	2293110	openclaw-gatewa	agent	pending
26472381994267	exec	2375143	0	sh	tool	moved:toolexec
26472382403617	exit	2375143	0		tool	none
26487385457902	fork	2376925	2293110	openclaw-gatewa	agent	pending
26487387611958	exec	2376925	0	sh	tool	moved:toolexec
26487388027994	exit	2376925	0		tool	none
26502391050686	fork	2378716	2293110	openclaw-gatewa	agent	pending
26502393191734	exec	2378716	0	sh	tool	moved:toolexec
26502393602965	exit	2378716	0		tool	none
26517397650786	fork	2380496	2293110	openclaw-gatewa	agent	pending
26517399742943	exec	2380496	0	sh	tool	moved:toolexec
26517400154425	exit	2380496	0		tool	none
26532403392776	fork	2382275	2293110	openclaw-gatewa	agent	pending
26532405530893	exec	2382275	0	sh	tool	moved:toolexec
26532405945314	exit	2382275	0		tool	none
26547330163841	fork	2384042	2293110	openclaw-gatewa	agent	pending
26547332360089	exec	2384042	2293110	sh	tool	moved:toolexec
26547332731988	fork	2384043	2384042	python3	tool	moved:toolexec
26547332974210	exec	2384043	2384042	python3	tool	none
26547414543440	fork	2384075	2293110	openclaw-gatewa	agent	pending
26547419797433	exec	2384075	0	sh	tool	moved:toolexec
26547420294240	exit	2384075	0		tool	none
26547462640581	exit	2384043	0		tool	none
26547462764445	exit	2384042	0		tool	none
26562423285023	fork	2385855	2293110	openclaw-gatewa	agent	pending
26562425425697	exec	2385855	0	sh	tool	moved:toolexec
26562425838819	exit	2385855	0		tool	none
26577429372636	fork	2387640	2293110	openclaw-gatewa	agent	pending
26577431451349	exec	2387640	0	sh	tool	moved:toolexec
26577431850172	exit	2387640	0		tool	none
26592435520855	fork	2389425	2293110	openclaw-gatewa	agent	pending
26592437578110	exec	2389425	0	sh	tool	moved:toolexec
26592437985866	exit	2389425	0		tool	none
26607441609241	fork	2391207	2293110	openclaw-gatewa	agent	pending
26607443721538	exec	2391207	0	sh	tool	moved:toolexec
26607444134882	exit	2391207	0		tool	none
26622447640943	fork	2392988	2293110	openclaw-gatewa	agent	pending
26622449749616	exec	2392988	0	sh	tool	moved:toolexec
26622450161835	exit	2392988	0		tool	none
26637453456983	fork	2394768	2293110	openclaw-gatewa	agent	pending
26637455580770	exec	2394768	0	sh	tool	moved:toolexec
26637455987745	exit	2394768	0		tool	none
26652459496588	fork	2396552	2293110	openclaw-gatewa	agent	pending
26652461643353	exec	2396552	0	sh	tool	moved:toolexec
26652462057824	exit	2396552	0		tool	none
26667465658966	fork	2398331	2293110	openclaw-gatewa	agent	pending
26667467898069	exec	2398331	0	sh	tool	moved:toolexec
26667468326934	exit	2398331	0		tool	none
26682471707532	fork	2400110	2293110	openclaw-gatewa	agent	pending
26682473854317	exec	2400110	0	sh	tool	moved:toolexec
26682474258439	exit	2400110	0		tool	none
26697477776961	fork	2401901	2293110	openclaw-gatewa	agent	pending
26697480043668	exec	2401901	0	sh	tool	moved:toolexec
26697480463332	exit	2401901	0		tool	none
26702231863012	fork	2402459	2293110	openclaw-gatewa	agent	pending
26702234040767	exec	2402459	2293110	sh	tool	moved:toolexec
26702234388686	fork	2402460	2402459	timeout	tool	moved:toolexec
26702234620779	exec	2402460	2402459	timeout	tool	none
26702234948217	fork	2402461	2402460	python3	tool	moved:toolexec
26702235255113	exec	2402461	2402460	python3	tool	none
26702798968781	exit	2402461	0		tool	none
26702799115045	exit	2402460	0		tool	none
26702799244926	exit	2402459	0		tool	none
26712483763767	fork	2403707	2293110	openclaw-gatewa	agent	pending
26712485894904	exec	2403707	0	sh	tool	moved:toolexec
26712486313548	exit	2403707	0		tool	none
26727489770103	fork	2405489	2293110	openclaw-gatewa	agent	pending
26727491860497	exec	2405489	0	sh	tool	moved:toolexec
26727492272744	exit	2405489	0		tool	none
26742495191420	fork	2407268	2293110	openclaw-gatewa	agent	pending
26742497328634	exec	2407268	0	sh	tool	moved:toolexec
26742497726205	exit	2407268	0		tool	none
26757501421207	fork	2409045	2293110	openclaw-gatewa	agent	pending
26757503569171	exec	2409045	0	sh	tool	moved:toolexec
26757503975500	exit	2409045	0		tool	none
26772507683108	fork	2410824	2293110	openclaw-gatewa	agent	pending
26772509786691	exec	2410824	0	sh	tool	moved:toolexec
26772510204267	exit	2410824	0		tool	none
26786084965983	fork	2412434	2293110	openclaw-gatewa	agent	pending
26786087350957	exec	2412434	2293110	sh	tool	moved:toolexec
26786087721488	fork	2412435	2412434	python3	tool	moved:toolexec
26786087978785	exec	2412435	2412434	python3	tool	none
26786322769320	exit	2412435	0		tool	none
26786322910249	exit	2412434	0		tool	none
26787513836462	fork	2412627	2293110	openclaw-gatewa	agent	pending
26787515929837	exec	2412627	0	sh	tool	moved:toolexec
26787516351897	exit	2412627	0		tool	none
26802519898541	fork	2414412	2293110	openclaw-gatewa	agent	pending
26802521945498	exec	2414412	0	sh	tool	moved:toolexec
26802522357840	exit	2414412	0		tool	none
26803571157506	fork	2414536	2293110	openclaw-gatewa	agent	pending
26803573314412	exec	2414536	0	sh	tool	moved:toolexec
26803573685771	fork	2414537	2414536		tool	moved:toolexec
26803573783127	fork	2414538	2414536		tool	moved:toolexec
26803573827192	fork	2414539	2414536		tool	moved:toolexec
26803574016111	exec	2414537	0		tool	none
26803574148021	exec	2414539	0		tool	none
26803574353272	exit	2414537	0		tool	none
26803574454006	exec	2414538	0		tool	none
26803575491246	exit	2414539	0		tool	none
26803575564173	exit	2414538	0		tool	none
26803575647721	exit	2414536	0		tool	none
26817525234676	fork	2416195	2293110	openclaw-gatewa	agent	pending
26817527333820	exec	2416195	0	sh	tool	moved:toolexec
26817527738893	exit	2416195	0		tool	none
26832532152389	fork	2417976	2293110	openclaw-gatewa	agent	pending
26832534718874	exec	2417976	0	sh	tool	moved:toolexec
26832535162230	exit	2417976	0		tool	none
26836330826765	fork	2418428	2293110	openclaw-gatewa	agent	pending
26836333089736	exec	2418428	2293110	sh	tool	moved:toolexec
26836333475723	fork	2418429	2418428	python3	tool	moved:toolexec
26836333716305	exec	2418429	2418428	python3	tool	none
26836769839487	exit	2418429	0		tool	none
26836769984137	exit	2418428	0		tool	none
26847537966801	fork	2419779	2293110	openclaw-gatewa	agent	pending
26847540107500	exec	2419779	0	sh	tool	moved:toolexec
26847540521150	exit	2419779	0		tool	none
26857653066907	fork	2420979	2293110	openclaw-gatewa	agent	pending
26857655350048	exec	2420979	2293110	sh	tool	moved:toolexec
26857655732020	fork	2420980	2420979	python3	tool	moved:toolexec
26857655975856	exec	2420980	2420979	python3	tool	none
26857829076795	exit	2420980	0		tool	none
26857829213992	exit	2420979	0		tool	none
26862543766923	fork	2421583	2293110	openclaw-gatewa	agent	pending
26862545872119	exec	2421583	0	sh	tool	moved:toolexec
26862546283365	exit	2421583	0		tool	none
26870722547863	fork	2422557	2293110	openclaw-gatewa	agent	pending
26870724909705	exec	2422557	2293110	sh	tool	moved:toolexec
26870725286810	fork	2422558	2422557	python3	tool	moved:toolexec
26870725535482	exec	2422558	2422557	python3	tool	none
26870796841150	exit	2422558	0		tool	none
26870797060999	exit	2422557	0		tool	none
26877549813381	fork	2423370	2293110	openclaw-gatewa	agent	pending
26877551927838	exec	2423370	0	sh	tool	moved:toolexec
26877552336038	exit	2423370	0		tool	none
26884947838087	fork	2424250	2293110	openclaw-gatewa	agent	pending
26884950029742	exec	2424250	2293110	sh	tool	moved:toolexec
26884950402809	fork	2424251	2424250	python3	tool	moved:toolexec
26884950656113	exec	2424251	2424250	python3	tool	none
26885059546062	exit	2424251	0		tool	none
26885059775211	exit	2424250	0		tool	none
26892554904271	fork	2425155	2293110	openclaw-gatewa	agent	pending
26892557015083	exec	2425155	0	sh	tool	moved:toolexec
26892557424491	exit	2425155	0		tool	none
26897971394827	fork	2425799	2293110	openclaw-gatewa	agent	pending
26897973584459	exec	2425799	0	sh	tool	moved:toolexec
26897973959599	fork	2425800	2425799		tool	moved:toolexec
26897974065991	fork	2425801	2425799		tool	moved:toolexec
26897974113300	fork	2425802	2425799		tool	moved:toolexec
26897974297829	exec	2425800	0		tool	none
26897974434327	exec	2425802	0		tool	none
26897974640918	exit	2425800	0		tool	none
26897974715610	exec	2425801	0		tool	none
26897975097030	exit	2425801	0		tool	none
26897975174055	exit	2425802	0		tool	none
26897975256220	fork	2425803	2425799		tool	moved:toolexec
26897975301736	fork	2425804	2425799		tool	moved:toolexec
26897975605050	exec	2425804	0		tool	none
26897975963625	exec	2425803	0		tool	none
26897976961919	exit	2425803	0		tool	none
26897976981646	exit	2425804	0		tool	none
26897977041235	fork	2425805	2425799		tool	moved:toolexec
26897977413063	exec	2425805	0		tool	none
26897977707098	exit	2425805	0		tool	none
26897977741242	fork	2425806	2425799		tool	moved:toolexec
26897977840394	exec	2425806	0		tool	none
26897978331124	exit	2425806	0		tool	none
26897978413503	exit	2425799	0		tool	none
26907560723404	fork	2426945	2293110	openclaw-gatewa	agent	pending
26907562865207	exec	2426945	0	sh	tool	moved:toolexec
26907563280558	exit	2426945	0		tool	none
26909649516460	fork	2427198	2293110	openclaw-gatewa	agent	pending
26909651779743	exec	2427198	2293110	sh	tool	moved:toolexec
26909652161697	fork	2427199	2427198		tool	moved:toolexec
26909652214512	fork	2427200	2427198	python3	tool	moved:toolexec
26909652498748	exec	2427199	0		tool	none
26909652551748	exec	2427200	2427198	python3	tool	none
26909652843057	exit	2427199	0		tool	none
26909667526414	exit	2427200	0		tool	none
26909667605229	fork	2427209	2427198	sh	tool	moved:toolexec
26909667649322	fork	2427210	2427198	sh	tool	moved:toolexec
26909667693928	fork	2427211	2427198	sh	tool	moved:toolexec
26909667918052	exec	2427209	2427198	cat	tool	none
26909667963001	exec	2427210	2427198	python3	tool	none
26909667995444	exec	2427211	2427198	head	tool	none
26909668254484	exit	2427209	0		tool	none
26909680680432	exit	2427211	0		tool	none
26909682522911	exit	2427210	0		tool	none
26909682628135	exit	2427198	0		tool	none
26921239295240	fork	2428580	2293110	openclaw-gatewa	agent	pending
26921241903090	exec	2428580	0	sh	tool	moved:toolexec
26921242286018	fork	2428581	2428580		tool	moved:toolexec
26921242552660	exec	2428581	0		tool	none
26921257290377	exit	2428581	0		tool	none
26921257551322	exit	2428580	0		tool	none
26922566538291	fork	2428742	2293110	openclaw-gatewa	agent	pending
26922568805254	exec	2428742	0	sh	tool	moved:toolexec
26922569223445	exit	2428742	0		tool	none
26933572469117	fork	2430052	2293110	openclaw-gatewa	agent	pending
26933574741794	exec	2430052	2293110	sh	tool	moved:toolexec
26933575113048	fork	2430053	2430052	python3	tool	moved:toolexec
26933575348458	exec	2430053	2430052	python3	tool	none
26936545533233	exit	2430053	0		tool	none
26936545775029	exit	2430052	0		tool	none
26937571825543	fork	2430529	2293110	openclaw-gatewa	agent	pending
26937574098596	exec	2430529	0	sh	tool	moved:toolexec
26937574510731	exit	2430529	0		tool	none
26946993134224	fork	2431654	2293110	openclaw-gatewa	agent	pending
26946995406917	exec	2431654	0	sh	tool	moved:toolexec
26946995758526	fork	2431655	2431654		tool	moved:toolexec
26946996014007	exec	2431655	0		tool	none
26946996387315	exit	2431655	0		tool	none
26946996494121	fork	2431656	2431654		tool	moved:toolexec
26946996720793	exec	2431656	0		tool	none
26946997228719	exit	2431656	0		tool	none
26946997256671	fork	2431657	2431654		tool	moved:toolexec
26946997350113	exec	2431657	0		tool	none
26946997815919	exit	2431657	0		tool	none
26946997870458	fork	2431658	2431654		tool	moved:toolexec
26946997917191	fork	2431659	2431654		tool	moved:toolexec
26946998168173	exec	2431659	0		tool	none
26946998177067	exec	2431658	0		tool	none
26946998512979	exit	2431658	0		tool	none
26946998528695	exit	2431659	0		tool	none
26946998601490	exit	2431654	0		tool	none
26952577204085	fork	2432324	2293110	openclaw-gatewa	agent	pending
26952579654489	exec	2432324	0	sh	tool	moved:toolexec
26952580089481	exit	2432324	0		tool	none
26959275196358	fork	2433128	2293110	openclaw-gatewa	agent	pending
26959277753370	exec	2433128	2293110	sh	tool	moved:toolexec
26959278165269	fork	2433129	2433128		tool	moved:toolexec
26959278216967	fork	2433130	2433128		tool	moved:toolexec
26959278529263	exec	2433129	0		tool	none
26959278571944	exec	2433130	0		tool	none
26959287554644	exit	2433129	0		tool	none
26959287614758	exit	2433130	0		tool	none
26959287764138	fork	2433131	2433128	curl	tool	moved:toolexec
26959287837622	fork	2433132	2433128	python3	tool	moved:toolexec
26959287882438	fork	2433133	2433128	head	tool	moved:toolexec
26959288028157	exec	2433131	2433128	curl	tool	none
26959288209795	exec	2433132	2433128	python3	tool	none
26959288228935	exec	2433133	2433128	head	tool	none
26959293318709	exit	2433131	0		tool	none
26959304017429	exit	2433132	0		tool	none
26959304195191	exit	2433133	0		tool	none
26959304311967	exit	2433128	0		tool	none
26967583577839	fork	2434113	2293110	openclaw-gatewa	agent	pending
26967585732486	exec	2434113	0	sh	tool	moved:toolexec
26967586144342	exit	2434113	0		tool	none
26971505155705	fork	2434585	2293110	openclaw-gatewa	agent	pending
26971507315572	exec	2434585	2293110	sh	tool	moved:toolexec
26971507683611	fork	2434591	2434585	python3	tool	moved:toolexec
26971507930835	exec	2434591	2434585	python3	tool	none
26971556946627	exit	2434591	0		tool	none
26971557176024	exit	2434585	0		tool	none
26982589732564	fork	2435899	2293110	openclaw-gatewa	agent	pending
26982592148147	exec	2435899	0	sh	tool	moved:toolexec
26982592569064	exit	2435899	0		tool	none
1784084150014438483	resync	2435958	2292661	python3	tool	moved:toolexec
26984338819687	exit	2293163	0		agent	none
26984344479807	exit	2293151	0		agent	none
26990461930976	exit	2435958	0		tool	none
26990529567475	exit	2293097	0		agent	none
26990529568374	exit	2293110	0		agent	none
26990550575406	exit	2292686	0		agent	none
